id,Rid,schcode,female,schcontext,Index1,achieve,math,time,orthtime,orthquadtime,DV
197,39,3,0,1.1082308478601404,6,636,1,2,1,1,math
198,40,3,0,1.1082308478601404,1,564,0,0,-1,1,Read
198,40,3,0,1.1082308478601404,2,601,1,0,-1,1,math
198,40,3,0,1.1082308478601404,3,629,0,1,0,-2,Read
198,40,3,0,1.1082308478601404,4,647,1,1,0,-2,math
198,40,3,0,1.1082308478601404,5,646,0,2,1,1,Read
198,40,3,0,1.1082308478601404,6,656,1,2,1,1,math
199,41,3,1,1.1082308478601404,1,571,0,0,-1,1,Read
199,41,3,1,1.1082308478601404,2,597,1,0,-1,1,math
199,41,3,1,1.1082308478601404,3,634,0,1,0,-2,Read
199,41,3,1,1.1082308478601404,4,642,1,1,0,-2,math
199,41,3,1,1.1082308478601404,5,653,0,2,1,1,Read
199,41,3,1,1.1082308478601404,6,680,1,2,1,1,math
200,42,3,0,1.1082308478601404,1,546,0,0,-1,1,Read
200,42,3,0,1.1082308478601404,2,569,1,0,-1,1,math
200,42,3,0,1.1082308478601404,3,606,0,1,0,-2,Read
200,42,3,0,1.1082308478601404,4,616,1,1,0,-2,math
200,42,3,0,1.1082308478601404,5,601,0,2,1,1,Read
200,42,3,0,1.1082308478601404,6,647,1,2,1,1,math
201,43,3,1,1.1082308478601404,1,560,0,0,-1,1,Read
201,43,3,1,1.1082308478601404,2,559,1,0,-1,1,math
201,43,3,1,1.1082308478601404,3,628,0,1,0,-2,Read
201,43,3,1,1.1082308478601404,4,628,1,1,0,-2,math
201,43,3,1,1.1082308478601404,5,609,0,2,1,1,Read
201,43,3,1,1.1082308478601404,6,594,1,2,1,1,math
202,44,3,1,1.1082308478601404,1,619,0,0,-1,1,Read
202,44,3,1,1.1082308478601404,2,663,1,0,-1,1,math
202,44,3,1,1.1082308478601404,3,681,0,1,0,-2,Read
202,44,3,1,1.1082308478601404,4,696,1,1,0,-2,math
202,44,3,1,1.1082308478601404,5,683,0,2,1,1,Read
202,44,3,1,1.1082308478601404,6,734,1,2,1,1,math
203,45,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
203,45,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
203,45,3,0,1.1082308478601404,3,650,0,1,0,-2,Read
203,45,3,0,1.1082308478601404,4,654,1,1,0,-2,math
203,45,3,0,1.1082308478601404,5,597,0,2,1,1,Read
203,45,3,0,1.1082308478601404,6,600,1,2,1,1,math
204,46,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
204,46,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
204,46,3,0,1.1082308478601404,3,650,0,1,0,-2,Read
204,46,3,0,1.1082308478601404,4,654,1,1,0,-2,math
204,46,3,0,1.1082308478601404,5,607,0,2,1,1,Read
204,46,3,0,1.1082308478601404,6,594,1,2,1,1,math
205,47,3,0,1.1082308478601404,1,571,0,0,-1,1,Read
205,47,3,0,1.1082308478601404,2,616,1,0,-1,1,math
205,47,3,0,1.1082308478601404,3,634,0,1,0,-2,Read
205,47,3,0,1.1082308478601404,4,655,1,1,0,-2,math
205,47,3,0,1.1082308478601404,5,642,0,2,1,1,Read
205,47,3,0,1.1082308478601404,6,622,1,2,1,1,math
206,48,3,1,1.1082308478601404,1,595,0,0,-1,1,Read
206,48,3,1,1.1082308478601404,2,616,1,0,-1,1,math
206,48,3,1,1.1082308478601404,3,658,0,1,0,-2,Read
206,48,3,1,1.1082308478601404,4,665,1,1,0,-2,math
206,48,3,1,1.1082308478601404,5,660,0,2,1,1,Read
206,48,3,1,1.1082308478601404,6,677,1,2,1,1,math
207,49,3,0,1.1082308478601404,1,564,0,0,-1,1,Read
207,49,3,0,1.1082308478601404,2,566,1,0,-1,1,math
207,49,3,0,1.1082308478601404,3,624,0,1,0,-2,Read
207,49,3,0,1.1082308478601404,4,627,1,1,0,-2,math
207,49,3,0,1.1082308478601404,5,655,0,2,1,1,Read
207,49,3,0,1.1082308478601404,6,631,1,2,1,1,math
208,50,3,0,1.1082308478601404,1,546,0,0,-1,1,Read
208,50,3,0,1.1082308478601404,2,608,1,0,-1,1,math
208,50,3,0,1.1082308478601404,3,611,0,1,0,-2,Read
208,50,3,0,1.1082308478601404,4,639,1,1,0,-2,math
208,50,3,0,1.1082308478601404,5,646,0,2,1,1,Read
208,50,3,0,1.1082308478601404,6,647,1,2,1,1,math
209,51,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
209,51,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
209,51,3,0,1.1082308478601404,3,648,0,1,0,-2,Read
209,51,3,0,1.1082308478601404,4,652,1,1,0,-2,math
209,51,3,0,1.1082308478601404,5,627,0,2,1,1,Read
209,51,3,0,1.1082308478601404,6,616,1,2,1,1,math
210,52,3,1,1.1082308478601404,1,547,0,0,-1,1,Read
210,52,3,1,1.1082308478601404,2,592,1,0,-1,1,math
210,52,3,1,1.1082308478601404,3,618,0,1,0,-2,Read
210,52,3,1,1.1082308478601404,4,637,1,1,0,-2,math
210,52,3,1,1.1082308478601404,5,622,0,2,1,1,Read
210,52,3,1,1.1082308478601404,6,623,1,2,1,1,math
211,53,3,0,1.1082308478601404,1,570,0,0,-1,1,Read
211,53,3,0,1.1082308478601404,2,576,1,0,-1,1,math
211,53,3,0,1.1082308478601404,3,626,0,1,0,-2,Read
211,53,3,0,1.1082308478601404,4,629,1,1,0,-2,math
211,53,3,0,1.1082308478601404,5,629,0,2,1,1,Read
211,53,3,0,1.1082308478601404,6,629,1,2,1,1,math
212,54,3,0,1.1082308478601404,1,529,0,0,-1,1,Read
212,54,3,0,1.1082308478601404,2,590,1,0,-1,1,math
212,54,3,0,1.1082308478601404,3,606,0,1,0,-2,Read
212,54,3,0,1.1082308478601404,4,635,1,1,0,-2,math
212,54,3,0,1.1082308478601404,5,616,0,2,1,1,Read
212,54,3,0,1.1082308478601404,6,646,1,2,1,1,math
213,55,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
213,55,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
213,55,3,0,1.1082308478601404,3,649,0,1,0,-2,Read
213,55,3,0,1.1082308478601404,4,653,1,1,0,-2,math
213,55,3,0,1.1082308478601404,5,607,0,2,1,1,Read
213,55,3,0,1.1082308478601404,6,611,1,2,1,1,math
214,56,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
214,56,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
214,56,3,1,1.1082308478601404,3,651,0,1,0,-2,Read
214,56,3,1,1.1082308478601404,4,651,1,1,0,-2,math
214,56,3,1,1.1082308478601404,5,627,0,2,1,1,Read
214,56,3,1,1.1082308478601404,6,662,1,2,1,1,math
215,57,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
215,57,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
215,57,3,0,1.1082308478601404,3,648,0,1,0,-2,Read
215,57,3,0,1.1082308478601404,4,651,1,1,0,-2,math
215,57,3,0,1.1082308478601404,5,609,0,2,1,1,Read
215,57,3,0,1.1082308478601404,6,631,1,2,1,1,math
216,58,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
216,58,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
216,58,3,1,1.1082308478601404,3,648,0,1,0,-2,Read
216,58,3,1,1.1082308478601404,4,647,1,1,0,-2,math
216,58,3,1,1.1082308478601404,5,611,0,2,1,1,Read
216,58,3,1,1.1082308478601404,6,640,1,2,1,1,math
217,59,3,1,1.1082308478601404,1,581,0,0,-1,1,Read
217,59,3,1,1.1082308478601404,2,554,1,0,-1,1,math
217,59,3,1,1.1082308478601404,3,639,0,1,0,-2,Read
217,59,3,1,1.1082308478601404,4,625,1,1,0,-2,math
217,59,3,1,1.1082308478601404,5,627,0,2,1,1,Read
217,59,3,1,1.1082308478601404,6,640,1,2,1,1,math
218,60,3,0,1.1082308478601404,1,595,0,0,-1,1,Read
218,60,3,0,1.1082308478601404,2,585,1,0,-1,1,math
218,60,3,0,1.1082308478601404,3,651,0,1,0,-2,Read
218,60,3,0,1.1082308478601404,4,649,1,1,0,-2,math
218,60,3,0,1.1082308478601404,5,660,0,2,1,1,Read
218,60,3,0,1.1082308478601404,6,644,1,2,1,1,math
219,61,3,0,1.1082308478601404,1,528,0,0,-1,1,Read
219,61,3,0,1.1082308478601404,2,545,1,0,-1,1,math
219,61,3,0,1.1082308478601404,3,596,0,1,0,-2,Read
219,61,3,0,1.1082308478601404,4,606,1,1,0,-2,math
219,61,3,0,1.1082308478601404,5,612,0,2,1,1,Read
219,61,3,0,1.1082308478601404,6,605,1,2,1,1,math
220,62,3,1,1.1082308478601404,1,543,0,0,-1,1,Read
220,62,3,1,1.1082308478601404,2,527,1,0,-1,1,math
220,62,3,1,1.1082308478601404,3,605,0,1,0,-2,Read
220,62,3,1,1.1082308478601404,4,596,1,1,0,-2,math
220,62,3,1,1.1082308478601404,5,594,0,2,1,1,Read
220,62,3,1,1.1082308478601404,6,617,1,2,1,1,math
221,63,3,0,1.1082308478601404,1,599,0,0,-1,1,Read
221,63,3,0,1.1082308478601404,2,657,1,0,-1,1,math
221,63,3,0,1.1082308478601404,3,662,0,1,0,-2,Read
221,63,3,0,1.1082308478601404,4,686,1,1,0,-2,math
221,63,3,0,1.1082308478601404,5,672,0,2,1,1,Read
221,63,3,0,1.1082308478601404,6,717,1,2,1,1,math
222,64,3,1,1.1082308478601404,1,528,0,0,-1,1,Read
222,64,3,1,1.1082308478601404,2,543,1,0,-1,1,math
222,64,3,1,1.1082308478601404,3,597,0,1,0,-2,Read
222,64,3,1,1.1082308478601404,4,603,1,1,0,-2,math
222,64,3,1,1.1082308478601404,5,607,0,2,1,1,Read
222,64,3,1,1.1082308478601404,6,626,1,2,1,1,math
223,65,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
223,65,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
223,65,3,1,1.1082308478601404,3,651,0,1,0,-2,Read
223,65,3,1,1.1082308478601404,4,652,1,1,0,-2,math
223,65,3,1,1.1082308478601404,5,627,0,2,1,1,Read
223,65,3,1,1.1082308478601404,6,626,1,2,1,1,math
224,66,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
224,66,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
224,66,3,1,1.1082308478601404,3,649,0,1,0,-2,Read
224,66,3,1,1.1082308478601404,4,649,1,1,0,-2,math
224,66,3,1,1.1082308478601404,5,635,0,2,1,1,Read
224,66,3,1,1.1082308478601404,6,644,1,2,1,1,math
225,67,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
225,67,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
225,67,3,1,1.1082308478601404,3,651,0,1,0,-2,Read
225,67,3,1,1.1082308478601404,4,651,1,1,0,-2,math
225,67,3,1,1.1082308478601404,5,630,0,2,1,1,Read
225,67,3,1,1.1082308478601404,6,666,1,2,1,1,math
226,68,3,0,1.1082308478601404,1,536,0,0,-1,1,Read
226,68,3,0,1.1082308478601404,2,548,1,0,-1,1,math
226,68,3,0,1.1082308478601404,3,601,0,1,0,-2,Read
226,68,3,0,1.1082308478601404,4,607,1,1,0,-2,math
226,68,3,0,1.1082308478601404,5,627,0,2,1,1,Read
226,68,3,0,1.1082308478601404,6,625,1,2,1,1,math
227,69,3,0,1.1082308478601404,1,523,0,0,-1,1,Read
227,69,3,0,1.1082308478601404,2,569,1,0,-1,1,math
227,69,3,0,1.1082308478601404,3,594,0,1,0,-2,Read
227,69,3,0,1.1082308478601404,4,615,1,1,0,-2,math
227,69,3,0,1.1082308478601404,5,601,0,2,1,1,Read
227,69,3,0,1.1082308478601404,6,654,1,2,1,1,math
228,70,3,1,1.1082308478601404,1,528,0,0,-1,1,Read
228,70,3,1,1.1082308478601404,2,535,1,0,-1,1,math
228,70,3,1,1.1082308478601404,3,596,0,1,0,-2,Read
228,70,3,1,1.1082308478601404,4,599,1,1,0,-2,math
228,70,3,1,1.1082308478601404,5,601,0,2,1,1,Read
228,70,3,1,1.1082308478601404,6,605,1,2,1,1,math
229,71,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
229,71,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
229,71,3,0,1.1082308478601404,3,649,0,1,0,-2,Read
229,71,3,0,1.1082308478601404,4,651,1,1,0,-2,math
229,71,3,0,1.1082308478601404,5,594,0,2,1,1,Read
229,71,3,0,1.1082308478601404,6,625,1,2,1,1,math
230,72,3,0,1.1082308478601404,1,566,0,0,-1,1,Read
230,72,3,0,1.1082308478601404,2,550,1,0,-1,1,math
230,72,3,0,1.1082308478601404,3,621,0,1,0,-2,Read
230,72,3,0,1.1082308478601404,4,617,1,1,0,-2,math
230,72,3,0,1.1082308478601404,5,642,0,2,1,1,Read
230,72,3,0,1.1082308478601404,6,605,1,2,1,1,math
231,73,3,1,1.1082308478601404,1,584,0,0,-1,1,Read
231,73,3,1,1.1082308478601404,2,646,1,0,-1,1,math
231,73,3,1,1.1082308478601404,3,653,0,1,0,-2,Read
231,73,3,1,1.1082308478601404,4,677,1,1,0,-2,math
231,73,3,1,1.1082308478601404,5,649,0,2,1,1,Read
231,73,3,1,1.1082308478601404,6,696,1,2,1,1,math
232,74,3,1,1.1082308478601404,1,573,0,0,-1,1,Read
232,74,3,1,1.1082308478601404,2,602,1,0,-1,1,math
232,74,3,1,1.1082308478601404,3,638,0,1,0,-2,Read
232,74,3,1,1.1082308478601404,4,649,1,1,0,-2,math
232,74,3,1,1.1082308478601404,5,639,0,2,1,1,Read
232,74,3,1,1.1082308478601404,6,640,1,2,1,1,math
233,75,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
233,75,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
233,75,3,1,1.1082308478601404,3,652,0,1,0,-2,Read
233,75,3,1,1.1082308478601404,4,652,1,1,0,-2,math
233,75,3,1,1.1082308478601404,5,630,0,2,1,1,Read
233,75,3,1,1.1082308478601404,6,658,1,2,1,1,math
234,76,3,0,1.1082308478601404,1,534,0,0,-1,1,Read
234,76,3,0,1.1082308478601404,2,543,1,0,-1,1,math
234,76,3,0,1.1082308478601404,3,596,0,1,0,-2,Read
234,76,3,0,1.1082308478601404,4,603,1,1,0,-2,math
234,76,3,0,1.1082308478601404,5,616,0,2,1,1,Read
234,76,3,0,1.1082308478601404,6,629,1,2,1,1,math
235,77,3,0,1.1082308478601404,1,570,0,0,-1,1,Read
235,77,3,0,1.1082308478601404,2,560,1,0,-1,1,math
235,77,3,0,1.1082308478601404,3,631,0,1,0,-2,Read
235,77,3,0,1.1082308478601404,4,628,1,1,0,-2,math
235,77,3,0,1.1082308478601404,5,625,0,2,1,1,Read
235,77,3,0,1.1082308478601404,6,620,1,2,1,1,math
236,78,3,0,1.1082308478601404,1,533,0,0,-1,1,Read
236,78,3,0,1.1082308478601404,2,557,1,0,-1,1,math
236,78,3,0,1.1082308478601404,3,596,0,1,0,-2,Read
236,78,3,0,1.1082308478601404,4,609,1,1,0,-2,math
236,78,3,0,1.1082308478601404,5,618,0,2,1,1,Read
236,78,3,0,1.1082308478601404,6,622,1,2,1,1,math
237,79,3,1,1.1082308478601404,1,594,0,0,-1,1,Read
237,79,3,1,1.1082308478601404,2,604,1,0,-1,1,math
237,79,3,1,1.1082308478601404,3,651,0,1,0,-2,Read
237,79,3,1,1.1082308478601404,4,652,1,1,0,-2,math
237,79,3,1,1.1082308478601404,5,614,0,2,1,1,Read
237,79,3,1,1.1082308478601404,6,651,1,2,1,1,math
238,80,3,1,1.1082308478601404,1,546,0,0,-1,1,Read
238,80,3,1,1.1082308478601404,2,560,1,0,-1,1,math
238,80,3,1,1.1082308478601404,3,610,0,1,0,-2,Read
238,80,3,1,1.1082308478601404,4,615,1,1,0,-2,math
238,80,3,1,1.1082308478601404,5,601,0,2,1,1,Read
238,80,3,1,1.1082308478601404,6,638,1,2,1,1,math
239,81,3,1,1.1082308478601404,1,588,0,0,-1,1,Read
239,81,3,1,1.1082308478601404,2,595,1,0,-1,1,math
239,81,3,1,1.1082308478601404,3,650,0,1,0,-2,Read
239,81,3,1,1.1082308478601404,4,650,1,1,0,-2,math
239,81,3,1,1.1082308478601404,5,642,0,2,1,1,Read
239,81,3,1,1.1082308478601404,6,663,1,2,1,1,math
240,82,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
240,82,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
240,82,3,1,1.1082308478601404,3,648,0,1,0,-2,Read
240,82,3,1,1.1082308478601404,4,649,1,1,0,-2,math
240,82,3,1,1.1082308478601404,5,634,0,2,1,1,Read
240,82,3,1,1.1082308478601404,6,620,1,2,1,1,math
241,83,3,0,1.1082308478601404,1,536,0,0,-1,1,Read
241,83,3,0,1.1082308478601404,2,537,1,0,-1,1,math
241,83,3,0,1.1082308478601404,3,600,0,1,0,-2,Read
241,83,3,0,1.1082308478601404,4,602,1,1,0,-2,math
241,83,3,0,1.1082308478601404,5,601,0,2,1,1,Read
241,83,3,0,1.1082308478601404,6,609,1,2,1,1,math
242,84,3,1,1.1082308478601404,1,569,0,0,-1,1,Read
242,84,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
242,84,3,1,1.1082308478601404,3,633,0,1,0,-2,Read
242,84,3,1,1.1082308478601404,4,643,1,1,0,-2,math
242,84,3,1,1.1082308478601404,5,609,0,2,1,1,Read
242,84,3,1,1.1082308478601404,6,635,1,2,1,1,math
243,85,3,1,1.1082308478601404,1,529,0,0,-1,1,Read
243,85,3,1,1.1082308478601404,2,543,1,0,-1,1,math
243,85,3,1,1.1082308478601404,3,596,0,1,0,-2,Read
243,85,3,1,1.1082308478601404,4,601,1,1,0,-2,math
243,85,3,1,1.1082308478601404,5,588,0,2,1,1,Read
243,85,3,1,1.1082308478601404,6,609,1,2,1,1,math
244,86,3,0,1.1082308478601404,1,579,0,0,-1,1,Read
244,86,3,0,1.1082308478601404,2,585,1,0,-1,1,math
244,86,3,0,1.1082308478601404,3,640,0,1,0,-2,Read
244,86,3,0,1.1082308478601404,4,646,1,1,0,-2,math
244,86,3,0,1.1082308478601404,5,649,0,2,1,1,Read
244,86,3,0,1.1082308478601404,6,617,1,2,1,1,math
245,87,3,0,1.1082308478601404,1,572,0,0,-1,1,Read
245,87,3,0,1.1082308478601404,2,577,1,0,-1,1,math
245,87,3,0,1.1082308478601404,3,636,0,1,0,-2,Read
245,87,3,0,1.1082308478601404,4,640,1,1,0,-2,math
245,87,3,0,1.1082308478601404,5,655,0,2,1,1,Read
245,87,3,0,1.1082308478601404,6,642,1,2,1,1,math
246,88,3,1,1.1082308478601404,1,562,0,0,-1,1,Read
246,88,3,1,1.1082308478601404,2,551,1,0,-1,1,math
246,88,3,1,1.1082308478601404,3,618,0,1,0,-2,Read
246,88,3,1,1.1082308478601404,4,612,1,1,0,-2,math
246,88,3,1,1.1082308478601404,5,629,0,2,1,1,Read
246,88,3,1,1.1082308478601404,6,620,1,2,1,1,math
247,89,3,1,1.1082308478601404,1,543,0,0,-1,1,Read
247,89,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
247,89,3,1,1.1082308478601404,3,616,0,1,0,-2,Read
247,89,3,1,1.1082308478601404,4,639,1,1,0,-2,math
247,89,3,1,1.1082308478601404,5,627,0,2,1,1,Read
247,89,3,1,1.1082308478601404,6,604,1,2,1,1,math
248,90,3,0,1.1082308478601404,1,513,0,0,-1,1,Read
248,90,3,0,1.1082308478601404,2,542,1,0,-1,1,math
248,90,3,0,1.1082308478601404,3,582,0,1,0,-2,Read
248,90,3,0,1.1082308478601404,4,597,1,1,0,-2,math
248,90,3,0,1.1082308478601404,5,603,0,2,1,1,Read
248,90,3,0,1.1082308478601404,6,579,1,2,1,1,math
249,91,3,1,1.1082308478601404,1,556,0,0,-1,1,Read
249,91,3,1,1.1082308478601404,2,553,1,0,-1,1,math
249,91,3,1,1.1082308478601404,3,619,0,1,0,-2,Read
249,91,3,1,1.1082308478601404,4,616,1,1,0,-2,math
249,91,3,1,1.1082308478601404,5,623,0,2,1,1,Read
249,91,3,1,1.1082308478601404,6,625,1,2,1,1,math
250,92,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
250,92,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
250,92,3,0,1.1082308478601404,3,649,0,1,0,-2,Read
250,92,3,0,1.1082308478601404,4,653,1,1,0,-2,math
250,92,3,0,1.1082308478601404,5,588,0,2,1,1,Read
250,92,3,0,1.1082308478601404,6,598,1,2,1,1,math
251,93,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
251,93,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
251,93,3,1,1.1082308478601404,3,646,0,1,0,-2,Read
251,93,3,1,1.1082308478601404,4,643,1,1,0,-2,math
251,93,3,1,1.1082308478601404,5,629,0,2,1,1,Read
251,93,3,1,1.1082308478601404,6,669,1,2,1,1,math
252,94,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
252,94,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
252,94,3,0,1.1082308478601404,3,648,0,1,0,-2,Read
252,94,3,0,1.1082308478601404,4,651,1,1,0,-2,math
252,94,3,0,1.1082308478601404,5,611,0,2,1,1,Read
252,94,3,0,1.1082308478601404,6,628,1,2,1,1,math
253,95,3,1,1.1082308478601404,1,548,0,0,-1,1,Read
253,95,3,1,1.1082308478601404,2,551,1,0,-1,1,math
253,95,3,1,1.1082308478601404,3,610,0,1,0,-2,Read
253,95,3,1,1.1082308478601404,4,610,1,1,0,-2,math
253,95,3,1,1.1082308478601404,5,641,0,2,1,1,Read
253,95,3,1,1.1082308478601404,6,638,1,2,1,1,math
254,96,3,1,1.1082308478601404,1,588,0,0,-1,1,Read
254,96,3,1,1.1082308478601404,2,594,1,0,-1,1,math
254,96,3,1,1.1082308478601404,3,650,0,1,0,-2,Read
254,96,3,1,1.1082308478601404,4,650,1,1,0,-2,math
254,96,3,1,1.1082308478601404,5,655,0,2,1,1,Read
254,96,3,1,1.1082308478601404,6,667,1,2,1,1,math
255,97,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
255,97,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
255,97,3,0,1.1082308478601404,3,647,0,1,0,-2,Read
255,97,3,0,1.1082308478601404,4,649,1,1,0,-2,math
255,97,3,0,1.1082308478601404,5,588,0,2,1,1,Read
255,97,3,0,1.1082308478601404,6,644,1,2,1,1,math
256,98,3,0,1.1082308478601404,1,569,0,0,-1,1,Read
256,98,3,0,1.1082308478601404,2,605,1,0,-1,1,math
256,98,3,0,1.1082308478601404,3,633,0,1,0,-2,Read
256,98,3,0,1.1082308478601404,4,652,1,1,0,-2,math
256,98,3,0,1.1082308478601404,5,660,0,2,1,1,Read
256,98,3,0,1.1082308478601404,6,612,1,2,1,1,math
257,99,3,1,1.1082308478601404,1,578,0,0,-1,1,Read
257,99,3,1,1.1082308478601404,2,627,1,0,-1,1,math
257,99,3,1,1.1082308478601404,3,647,0,1,0,-2,Read
257,99,3,1,1.1082308478601404,4,666,1,1,0,-2,math
257,99,3,1,1.1082308478601404,5,627,0,2,1,1,Read
257,99,3,1,1.1082308478601404,6,654,1,2,1,1,math
258,100,3,0,1.1082308478601404,1,577,0,0,-1,1,Read
258,100,3,0,1.1082308478601404,2,535,1,0,-1,1,math
258,100,3,0,1.1082308478601404,3,633,0,1,0,-2,Read
258,100,3,0,1.1082308478601404,4,617,1,1,0,-2,math
258,100,3,0,1.1082308478601404,5,632,0,2,1,1,Read
258,100,3,0,1.1082308478601404,6,616,1,2,1,1,math
259,101,3,1,1.1082308478601404,1,524,0,0,-1,1,Read
259,101,3,1,1.1082308478601404,2,531,1,0,-1,1,math
259,101,3,1,1.1082308478601404,3,593,0,1,0,-2,Read
259,101,3,1,1.1082308478601404,4,596,1,1,0,-2,math
259,101,3,1,1.1082308478601404,5,605,0,2,1,1,Read
259,101,3,1,1.1082308478601404,6,605,1,2,1,1,math
260,102,3,0,1.1082308478601404,1,589.872,0,0,-1,1,Read
260,102,3,0,1.1082308478601404,2,595.683,1,0,-1,1,math
260,102,3,0,1.1082308478601404,3,645,0,1,0,-2,Read
260,102,3,0,1.1082308478601404,4,649,1,1,0,-2,math
260,102,3,0,1.1082308478601404,5,623,0,2,1,1,Read
260,102,3,0,1.1082308478601404,6,609,1,2,1,1,math
261,103,3,0,1.1082308478601404,1,565,0,0,-1,1,Read
261,103,3,0,1.1082308478601404,2,610,1,0,-1,1,math
261,103,3,0,1.1082308478601404,3,627,0,1,0,-2,Read
261,103,3,0,1.1082308478601404,4,646,1,1,0,-2,math
261,103,3,0,1.1082308478601404,5,622,0,2,1,1,Read
261,103,3,0,1.1082308478601404,6,670,1,2,1,1,math
262,104,3,0,1.1082308478601404,1,552,0,0,-1,1,Read
262,104,3,0,1.1082308478601404,2,543,1,0,-1,1,math
262,104,3,0,1.1082308478601404,3,617,0,1,0,-2,Read
262,104,3,0,1.1082308478601404,4,617,1,1,0,-2,math
262,104,3,0,1.1082308478601404,5,629,0,2,1,1,Read
262,104,3,0,1.1082308478601404,6,607,1,2,1,1,math
263,105,3,1,1.1082308478601404,1,515,0,0,-1,1,Read
263,105,3,1,1.1082308478601404,2,535,1,0,-1,1,math
263,105,3,1,1.1082308478601404,3,586,0,1,0,-2,Read
263,105,3,1,1.1082308478601404,4,595,1,1,0,-2,math
263,105,3,1,1.1082308478601404,5,611,0,2,1,1,Read
263,105,3,1,1.1082308478601404,6,609,1,2,1,1,math
264,106,3,1,1.1082308478601404,1,533,0,0,-1,1,Read
264,106,3,1,1.1082308478601404,2,553,1,0,-1,1,math
264,106,3,1,1.1082308478601404,3,610,0,1,0,-2,Read
264,106,3,1,1.1082308478601404,4,619,1,1,0,-2,math
264,106,3,1,1.1082308478601404,5,614,0,2,1,1,Read
264,106,3,1,1.1082308478601404,6,614,1,2,1,1,math
265,107,3,0,1.1082308478601404,1,680,0,0,-1,1,Read
265,107,3,0,1.1082308478601404,2,646,1,0,-1,1,math
265,107,3,0,1.1082308478601404,3,712,0,1,0,-2,Read
265,107,3,0,1.1082308478601404,4,696,1,1,0,-2,math
265,107,3,0,1.1082308478601404,5,731,0,2,1,1,Read
265,107,3,0,1.1082308478601404,6,717,1,2,1,1,math
266,108,3,1,1.1082308478601404,1,589.872,0,0,-1,1,Read
266,108,3,1,1.1082308478601404,2,595.683,1,0,-1,1,math
266,108,3,1,1.1082308478601404,3,649,0,1,0,-2,Read
266,108,3,1,1.1082308478601404,4,651,1,1,0,-2,math
266,108,3,1,1.1082308478601404,5,672,0,2,1,1,Read
266,108,3,1,1.1082308478601404,6,639,1,2,1,1,math
267,109,3,0,1.1082308478601404,1,539,0,0,-1,1,Read
267,109,3,0,1.1082308478601404,2,581,1,0,-1,1,math
267,109,3,0,1.1082308478601404,3,606,0,1,0,-2,Read
267,109,3,0,1.1082308478601404,4,627,1,1,0,-2,math
267,109,3,0,1.1082308478601404,5,625,0,2,1,1,Read
267,109,3,0,1.1082308478601404,6,611,1,2,1,1,math
268,110,3,0,1.1082308478601404,1,550,0,0,-1,1,Read
268,110,3,0,1.1082308478601404,2,612,1,0,-1,1,math
268,110,3,0,1.1082308478601404,3,617,0,1,0,-2,Read
268,110,3,0,1.1082308478601404,4,644,1,1,0,-2,math
268,110,3,0,1.1082308478601404,5,625,0,2,1,1,Read
268,110,3,0,1.1082308478601404,6,673,1,2,1,1,math
269,1,4,0,1.609475218363133,1,579,0,0,-1,1,Read
269,1,4,0,1.609475218363133,2,608,1,0,-1,1,math
269,1,4,0,1.609475218363133,3,638,0,1,0,-2,Read
269,1,4,0,1.609475218363133,4,651,1,1,0,-2,math
