id,Rid,schcode,female,schcontext,Index1,achieve,math,time,orthtime,orthquadtime,D1,D2
342,9,5,1,-1.1434067310907285,5,685,0,2,1,1,1,0
342,9,5,1,-1.1434067310907285,6,683,1,2,1,1,0,1
343,10,5,0,-1.1434067310907285,1,557,0,0,-1,1,1,0
343,10,5,0,-1.1434067310907285,2,562,1,0,-1,1,0,1
343,10,5,0,-1.1434067310907285,3,619,0,1,0,-2,1,0
343,10,5,0,-1.1434067310907285,4,624,1,1,0,-2,0,1
343,10,5,0,-1.1434067310907285,5,635,0,2,1,1,1,0
343,10,5,0,-1.1434067310907285,6,642,1,2,1,1,0,1
344,11,5,1,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
344,11,5,1,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
344,11,5,1,-1.1434067310907285,3,650,0,1,0,-2,1,0
344,11,5,1,-1.1434067310907285,4,651,1,1,0,-2,0,1
344,11,5,1,-1.1434067310907285,5,648,0,2,1,1,1,0
344,11,5,1,-1.1434067310907285,6,639,1,2,1,1,0,1
345,12,5,1,-1.1434067310907285,1,588,0,0,-1,1,1,0
345,12,5,1,-1.1434067310907285,2,644,1,0,-1,1,0,1
345,12,5,1,-1.1434067310907285,3,647,0,1,0,-2,1,0
345,12,5,1,-1.1434067310907285,4,668,1,1,0,-2,0,1
345,12,5,1,-1.1434067310907285,5,672,0,2,1,1,1,0
345,12,5,1,-1.1434067310907285,6,676,1,2,1,1,0,1
346,13,5,0,-1.1434067310907285,1,647,0,0,-1,1,1,0
346,13,5,0,-1.1434067310907285,2,651,1,0,-1,1,0,1
346,13,5,0,-1.1434067310907285,3,691,0,1,0,-2,1,0
346,13,5,0,-1.1434067310907285,4,693,1,1,0,-2,0,1
346,13,5,0,-1.1434067310907285,5,695,0,2,1,1,1,0
346,13,5,0,-1.1434067310907285,6,674,1,2,1,1,0,1
347,14,5,1,-1.1434067310907285,1,572,0,0,-1,1,1,0
347,14,5,1,-1.1434067310907285,2,581,1,0,-1,1,0,1
347,14,5,1,-1.1434067310907285,3,632,0,1,0,-2,1,0
347,14,5,1,-1.1434067310907285,4,634,1,1,0,-2,0,1
347,14,5,1,-1.1434067310907285,5,649,0,2,1,1,1,0
347,14,5,1,-1.1434067310907285,6,647,1,2,1,1,0,1
348,15,5,1,-1.1434067310907285,1,547,0,0,-1,1,1,0
348,15,5,1,-1.1434067310907285,2,566,1,0,-1,1,0,1
348,15,5,1,-1.1434067310907285,3,614,0,1,0,-2,1,0
348,15,5,1,-1.1434067310907285,4,621,1,1,0,-2,0,1
348,15,5,1,-1.1434067310907285,5,639,0,2,1,1,1,0
348,15,5,1,-1.1434067310907285,6,639,1,2,1,1,0,1
349,16,5,0,-1.1434067310907285,1,550,0,0,-1,1,1,0
349,16,5,0,-1.1434067310907285,2,579,1,0,-1,1,0,1
349,16,5,0,-1.1434067310907285,3,618,0,1,0,-2,1,0
349,16,5,0,-1.1434067310907285,4,633,1,1,0,-2,0,1
349,16,5,0,-1.1434067310907285,5,632,0,2,1,1,1,0
349,16,5,0,-1.1434067310907285,6,626,1,2,1,1,0,1
350,17,5,0,-1.1434067310907285,1,623,0,0,-1,1,1,0
350,17,5,0,-1.1434067310907285,2,621,1,0,-1,1,0,1
350,17,5,0,-1.1434067310907285,3,676,0,1,0,-2,1,0
350,17,5,0,-1.1434067310907285,4,674,1,1,0,-2,0,1
350,17,5,0,-1.1434067310907285,5,666,0,2,1,1,1,0
350,17,5,0,-1.1434067310907285,6,710,1,2,1,1,0,1
351,18,5,0,-1.1434067310907285,1,546,0,0,-1,1,1,0
351,18,5,0,-1.1434067310907285,2,623,1,0,-1,1,0,1
351,18,5,0,-1.1434067310907285,3,611,0,1,0,-2,1,0
351,18,5,0,-1.1434067310907285,4,644,1,1,0,-2,0,1
351,18,5,0,-1.1434067310907285,5,623,0,2,1,1,1,0
351,18,5,0,-1.1434067310907285,6,680,1,2,1,1,0,1
352,19,5,0,-1.1434067310907285,1,578,0,0,-1,1,1,0
352,19,5,0,-1.1434067310907285,2,565,1,0,-1,1,0,1
352,19,5,0,-1.1434067310907285,3,636,0,1,0,-2,1,0
352,19,5,0,-1.1434067310907285,4,631,1,1,0,-2,0,1
352,19,5,0,-1.1434067310907285,5,639,0,2,1,1,1,0
352,19,5,0,-1.1434067310907285,6,650,1,2,1,1,0,1
353,20,5,1,-1.1434067310907285,1,567,0,0,-1,1,1,0
353,20,5,1,-1.1434067310907285,2,610,1,0,-1,1,0,1
353,20,5,1,-1.1434067310907285,3,635,0,1,0,-2,1,0
353,20,5,1,-1.1434067310907285,4,650,1,1,0,-2,0,1
353,20,5,1,-1.1434067310907285,5,629,0,2,1,1,1,0
353,20,5,1,-1.1434067310907285,6,680,1,2,1,1,0,1
354,21,5,0,-1.1434067310907285,1,590,0,0,-1,1,1,0
354,21,5,0,-1.1434067310907285,2,633,1,0,-1,1,0,1
354,21,5,0,-1.1434067310907285,3,650,0,1,0,-2,1,0
354,21,5,0,-1.1434067310907285,4,669,1,1,0,-2,0,1
354,21,5,0,-1.1434067310907285,5,637,0,2,1,1,1,0
354,21,5,0,-1.1434067310907285,6,650,1,2,1,1,0,1
355,22,5,0,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
355,22,5,0,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
355,22,5,0,-1.1434067310907285,3,649,0,1,0,-2,1,0
355,22,5,0,-1.1434067310907285,4,651,1,1,0,-2,0,1
355,22,5,0,-1.1434067310907285,5,618,0,2,1,1,1,0
355,22,5,0,-1.1434067310907285,6,650,1,2,1,1,0,1
356,23,5,0,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
356,23,5,0,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
356,23,5,0,-1.1434067310907285,3,646,0,1,0,-2,1,0
356,23,5,0,-1.1434067310907285,4,650,1,1,0,-2,0,1
356,23,5,0,-1.1434067310907285,5,707,0,2,1,1,1,0
356,23,5,0,-1.1434067310907285,6,706,1,2,1,1,0,1
357,24,5,0,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
357,24,5,0,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
357,24,5,0,-1.1434067310907285,3,647,0,1,0,-2,1,0
357,24,5,0,-1.1434067310907285,4,650,1,1,0,-2,0,1
357,24,5,0,-1.1434067310907285,5,683,0,2,1,1,1,0
357,24,5,0,-1.1434067310907285,6,685,1,2,1,1,0,1
358,25,5,1,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
358,25,5,1,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
358,25,5,1,-1.1434067310907285,3,650,0,1,0,-2,1,0
358,25,5,1,-1.1434067310907285,4,650,1,1,0,-2,0,1
358,25,5,1,-1.1434067310907285,5,701,0,2,1,1,1,0
358,25,5,1,-1.1434067310907285,6,725,1,2,1,1,0,1
359,26,5,1,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
359,26,5,1,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
359,26,5,1,-1.1434067310907285,3,650,0,1,0,-2,1,0
359,26,5,1,-1.1434067310907285,4,647,1,1,0,-2,0,1
359,26,5,1,-1.1434067310907285,5,577,0,2,1,1,1,0
359,26,5,1,-1.1434067310907285,6,677,1,2,1,1,0,1
360,27,5,0,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
360,27,5,0,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
360,27,5,0,-1.1434067310907285,3,646,0,1,0,-2,1,0
360,27,5,0,-1.1434067310907285,4,646,1,1,0,-2,0,1
360,27,5,0,-1.1434067310907285,5,651,0,2,1,1,1,0
360,27,5,0,-1.1434067310907285,6,722,1,2,1,1,0,1
361,28,5,1,-1.1434067310907285,1,560,0,0,-1,1,1,0
361,28,5,1,-1.1434067310907285,2,554,1,0,-1,1,0,1
361,28,5,1,-1.1434067310907285,3,618,0,1,0,-2,1,0
361,28,5,1,-1.1434067310907285,4,614,1,1,0,-2,0,1
361,28,5,1,-1.1434067310907285,5,670,0,2,1,1,1,0
361,28,5,1,-1.1434067310907285,6,664,1,2,1,1,0,1
362,29,5,0,-1.1434067310907285,1,559,0,0,-1,1,1,0
362,29,5,0,-1.1434067310907285,2,563,1,0,-1,1,0,1
362,29,5,0,-1.1434067310907285,3,615,0,1,0,-2,1,0
362,29,5,0,-1.1434067310907285,4,620,1,1,0,-2,0,1
362,29,5,0,-1.1434067310907285,5,632,0,2,1,1,1,0
362,29,5,0,-1.1434067310907285,6,623,1,2,1,1,0,1
363,30,5,0,-1.1434067310907285,1,645,0,0,-1,1,1,0
363,30,5,0,-1.1434067310907285,2,620,1,0,-1,1,0,1
363,30,5,0,-1.1434067310907285,3,693,0,1,0,-2,1,0
363,30,5,0,-1.1434067310907285,4,682,1,1,0,-2,0,1
363,30,5,0,-1.1434067310907285,5,710,0,2,1,1,1,0
363,30,5,0,-1.1434067310907285,6,698,1,2,1,1,0,1
364,31,5,1,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
364,31,5,1,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
364,31,5,1,-1.1434067310907285,3,650,0,1,0,-2,1,0
364,31,5,1,-1.1434067310907285,4,650,1,1,0,-2,0,1
364,31,5,1,-1.1434067310907285,5,672,0,2,1,1,1,0
364,31,5,1,-1.1434067310907285,6,670,1,2,1,1,0,1
365,32,5,0,-1.1434067310907285,1,589.872,0,0,-1,1,1,0
365,32,5,0,-1.1434067310907285,2,595.683,1,0,-1,1,0,1
365,32,5,0,-1.1434067310907285,3,646,0,1,0,-2,1,0
365,32,5,0,-1.1434067310907285,4,645,1,1,0,-2,0,1
365,32,5,0,-1.1434067310907285,5,642,0,2,1,1,1,0
365,32,5,0,-1.1434067310907285,6,738,1,2,1,1,0,1
366,33,5,0,-1.1434067310907285,1,594,0,0,-1,1,1,0
366,33,5,0,-1.1434067310907285,2,600,1,0,-1,1,0,1
366,33,5,0,-1.1434067310907285,3,647,0,1,0,-2,1,0
366,33,5,0,-1.1434067310907285,4,650,1,1,0,-2,0,1
366,33,5,0,-1.1434067310907285,5,657,0,2,1,1,1,0
366,33,5,0,-1.1434067310907285,6,626,1,2,1,1,0,1
367,34,5,0,-1.1434067310907285,1,582,0,0,-1,1,1,0
367,34,5,0,-1.1434067310907285,2,597,1,0,-1,1,0,1
367,34,5,0,-1.1434067310907285,3,641,0,1,0,-2,1,0
367,34,5,0,-1.1434067310907285,4,649,1,1,0,-2,0,1
367,34,5,0,-1.1434067310907285,5,676,0,2,1,1,1,0
367,34,5,0,-1.1434067310907285,6,643,1,2,1,1,0,1
368,35,5,0,-1.1434067310907285,1,565,0,0,-1,1,1,0
368,35,5,0,-1.1434067310907285,2,560,1,0,-1,1,0,1
368,35,5,0,-1.1434067310907285,3,625,0,1,0,-2,1,0
368,35,5,0,-1.1434067310907285,4,625,1,1,0,-2,0,1
368,35,5,0,-1.1434067310907285,5,660,0,2,1,1,1,0
368,35,5,0,-1.1434067310907285,6,633,1,2,1,1,0,1
369,36,5,0,-1.1434067310907285,1,546,0,0,-1,1,1,0
369,36,5,0,-1.1434067310907285,2,556,1,0,-1,1,0,1
369,36,5,0,-1.1434067310907285,3,607,0,1,0,-2,1,0
369,36,5,0,-1.1434067310907285,4,613,1,1,0,-2,0,1
369,36,5,0,-1.1434067310907285,5,616,0,2,1,1,1,0
369,36,5,0,-1.1434067310907285,6,609,1,2,1,1,0,1
370,37,5,1,-1.1434067310907285,1,669,0,0,-1,1,1,0
370,37,5,1,-1.1434067310907285,2,756,1,0,-1,1,0,1
370,37,5,1,-1.1434067310907285,3,735,0,1,0,-2,1,0
370,37,5,1,-1.1434067310907285,4,770,1,1,0,-2,0,1
370,37,5,1,-1.1434067310907285,5,717,0,2,1,1,1,0
370,37,5,1,-1.1434067310907285,6,695,1,2,1,1,0,1
371,38,5,1,-1.1434067310907285,1,584,0,0,-1,1,1,0
371,38,5,1,-1.1434067310907285,2,591,1,0,-1,1,0,1
371,38,5,1,-1.1434067310907285,3,646,0,1,0,-2,1,0
371,38,5,1,-1.1434067310907285,4,648,1,1,0,-2,0,1
371,38,5,1,-1.1434067310907285,5,644,0,2,1,1,1,0
371,38,5,1,-1.1434067310907285,6,628,1,2,1,1,0,1
372,39,5,1,-1.1434067310907285,1,633,0,0,-1,1,1,0
372,39,5,1,-1.1434067310907285,2,602,1,0,-1,1,0,1
372,39,5,1,-1.1434067310907285,3,681,0,1,0,-2,1,0
372,39,5,1,-1.1434067310907285,4,665,1,1,0,-2,0,1
372,39,5,1,-1.1434067310907285,5,623,0,2,1,1,1,0
372,39,5,1,-1.1434067310907285,6,611,1,2,1,1,0,1
373,40,5,0,-1.1434067310907285,1,652,0,0,-1,1,1,0
373,40,5,0,-1.1434067310907285,2,657,1,0,-1,1,0,1
373,40,5,0,-1.1434067310907285,3,699,0,1,0,-2,1,0
373,40,5,0,-1.1434067310907285,4,701,1,1,0,-2,0,1
373,40,5,0,-1.1434067310907285,5,707,0,2,1,1,1,0
373,40,5,0,-1.1434067310907285,6,708,1,2,1,1,0,1
374,41,5,1,-1.1434067310907285,1,556,0,0,-1,1,1,0
374,41,5,1,-1.1434067310907285,2,613,1,0,-1,1,0,1
374,41,5,1,-1.1434067310907285,3,623,0,1,0,-2,1,0
374,41,5,1,-1.1434067310907285,4,645,1,1,0,-2,0,1
374,41,5,1,-1.1434067310907285,5,644,0,2,1,1,1,0
374,41,5,1,-1.1434067310907285,6,683,1,2,1,1,0,1
375,1,6,1,-1.721666670709346,1,633,0,0,-1,1,1,0
375,1,6,1,-1.721666670709346,2,648,1,0,-1,1,0,1
375,1,6,1,-1.721666670709346,3,688,0,1,0,-2,1,0
375,1,6,1,-1.721666670709346,4,689,1,1,0,-2,0,1
375,1,6,1,-1.721666670709346,5,687,0,2,1,1,1,0
375,1,6,1,-1.721666670709346,6,715,1,2,1,1,0,1
376,2,6,0,-1.721666670709346,1,588,0,0,-1,1,1,0
376,2,6,0,-1.721666670709346,2,598,1,0,-1,1,0,1
376,2,6,0,-1.721666670709346,3,642,0,1,0,-2,1,0
376,2,6,0,-1.721666670709346,4,647,1,1,0,-2,0,1
376,2,6,0,-1.721666670709346,5,672,0,2,1,1,1,0
376,2,6,0,-1.721666670709346,6,686,1,2,1,1,0,1
377,3,6,0,-1.721666670709346,1,609,0,0,-1,1,1,0
377,3,6,0,-1.721666670709346,2,635,1,0,-1,1,0,1
377,3,6,0,-1.721666670709346,3,664,0,1,0,-2,1,0
377,3,6,0,-1.721666670709346,4,674,1,1,0,-2,0,1
377,3,6,0,-1.721666670709346,5,701,0,2,1,1,1,0
377,3,6,0,-1.721666670709346,6,728,1,2,1,1,0,1
378,4,6,1,-1.721666670709346,1,602,0,0,-1,1,1,0
378,4,6,1,-1.721666670709346,2,584,1,0,-1,1,0,1
378,4,6,1,-1.721666670709346,3,652,0,1,0,-2,1,0
378,4,6,1,-1.721666670709346,4,641,1,1,0,-2,0,1
378,4,6,1,-1.721666670709346,5,655,0,2,1,1,1,0
378,4,6,1,-1.721666670709346,6,688,1,2,1,1,0,1
379,5,6,0,-1.721666670709346,1,641,0,0,-1,1,1,0
379,5,6,0,-1.721666670709346,2,690,1,0,-1,1,0,1
379,5,6,0,-1.721666670709346,3,697,0,1,0,-2,1,0
379,5,6,0,-1.721666670709346,4,714,1,1,0,-2,0,1
379,5,6,0,-1.721666670709346,5,713,0,2,1,1,1,0
379,5,6,0,-1.721666670709346,6,777,1,2,1,1,0,1
380,6,6,0,-1.721666670709346,1,577,0,0,-1,1,1,0
380,6,6,0,-1.721666670709346,2,560,1,0,-1,1,0,1
380,6,6,0,-1.721666670709346,3,630,0,1,0,-2,1,0
380,6,6,0,-1.721666670709346,4,625,1,1,0,-2,0,1
380,6,6,0,-1.721666670709346,5,657,0,2,1,1,1,0
380,6,6,0,-1.721666670709346,6,628,1,2,1,1,0,1
381,7,6,1,-1.721666670709346,1,635,0,0,-1,1,1,0
381,7,6,1,-1.721666670709346,2,637,1,0,-1,1,0,1
381,7,6,1,-1.721666670709346,3,683,0,1,0,-2,1,0
381,7,6,1,-1.721666670709346,4,681,1,1,0,-2,0,1
381,7,6,1,-1.721666670709346,5,685,0,2,1,1,1,0
381,7,6,1,-1.721666670709346,6,680,1,2,1,1,0,1
382,8,6,0,-1.721666670709346,1,663,0,0,-1,1,1,0
382,8,6,0,-1.721666670709346,2,633,1,0,-1,1,0,1
382,8,6,0,-1.721666670709346,3,703,0,1,0,-2,1,0
382,8,6,0,-1.721666670709346,4,689,1,1,0,-2,0,1
382,8,6,0,-1.721666670709346,5,683,0,2,1,1,1,0
382,8,6,0,-1.721666670709346,6,700,1,2,1,1,0,1
383,9,6,1,-1.721666670709346,1,637,0,0,-1,1,1,0
383,9,6,1,-1.721666670709346,2,651,1,0,-1,1,0,1
383,9,6,1,-1.721666670709346,3,692,0,1,0,-2,1,0
383,9,6,1,-1.721666670709346,4,693,1,1,0,-2,0,1
383,9,6,1,-1.721666670709346,5,701,0,2,1,1,1,0
383,9,6,1,-1.721666670709346,6,731,1,2,1,1,0,1
384,10,6,1,-1.721666670709346,1,645,0,0,-1,1,1,0
384,10,6,1,-1.721666670709346,2,637,1,0,-1,1,0,1
384,10,6,1,-1.721666670709346,3,697,0,1,0,-2,1,0
384,10,6,1,-1.721666670709346,4,689,1,1,0,-2,0,1
384,10,6,1,-1.721666670709346,5,685,0,2,1,1,1,0
384,10,6,1,-1.721666670709346,6,706,1,2,1,1,0,1
385,11,6,1,-1.721666670709346,1,635,0,0,-1,1,1,0
385,11,6,1,-1.721666670709346,2,644,1,0,-1,1,0,1
385,11,6,1,-1.721666670709346,3,692,0,1,0,-2,1,0
385,11,6,1,-1.721666670709346,4,692,1,1,0,-2,0,1
385,11,6,1,-1.721666670709346,5,701,0,2,1,1,1,0
385,11,6,1,-1.721666670709346,6,756,1,2,1,1,0,1
386,12,6,0,-1.721666670709346,1,643,0,0,-1,1,1,0
386,12,6,0,-1.721666670709346,2,657,1,0,-1,1,0,1
386,12,6,0,-1.721666670709346,3,692,0,1,0,-2,1,0
386,12,6,0,-1.721666670709346,4,698,1,1,0,-2,0,1
386,12,6,0,-1.721666670709346,5,668,0,2,1,1,1,0
386,12,6,0,-1.721666670709346,6,679,1,2,1,1,0,1
387,13,6,1,-1.721666670709346,1,654,0,0,-1,1,1,0
387,13,6,1,-1.721666670709346,2,690,1,0,-1,1,0,1
387,13,6,1,-1.721666670709346,3,708,0,1,0,-2,1,0
387,13,6,1,-1.721666670709346,4,719,1,1,0,-2,0,1
387,13,6,1,-1.721666670709346,5,736,0,2,1,1,1,0
387,13,6,1,-1.721666670709346,6,787,1,2,1,1,0,1
388,14,6,1,-1.721666670709346,1,608,0,0,-1,1,1,0
388,14,6,1,-1.721666670709346,2,610,1,0,-1,1,0,1
388,14,6,1,-1.721666670709346,3,664,0,1,0,-2,1,0
388,14,6,1,-1.721666670709346,4,661,1,1,0,-2,0,1
388,14,6,1,-1.721666670709346,5,668,0,2,1,1,1,0
388,14,6,1,-1.721666670709346,6,720,1,2,1,1,0,1
389,15,6,1,-1.721666670709346,1,654,0,0,-1,1,1,0
389,15,6,1,-1.721666670709346,2,660,1,0,-1,1,0,1
389,15,6,1,-1.721666670709346,3,705,0,1,0,-2,1,0
389,15,6,1,-1.721666670709346,4,703,1,1,0,-2,0,1
389,15,6,1,-1.721666670709346,5,703,0,2,1,1,1,0
389,15,6,1,-1.721666670709346,6,734,1,2,1,1,0,1
390,16,6,1,-1.721666670709346,1,552,0,0,-1,1,1,0
390,16,6,1,-1.721666670709346,2,590,1,0,-1,1,0,1
390,16,6,1,-1.721666670709346,3,619,0,1,0,-2,1,0
390,16,6,1,-1.721666670709346,4,635,1,1,0,-2,0,1
390,16,6,1,-1.721666670709346,5,634,0,2,1,1,1,0
390,16,6,1,-1.721666670709346,6,631,1,2,1,1,0,1
391,17,6,0,-1.721666670709346,1,669,0,0,-1,1,1,0
391,17,6,0,-1.721666670709346,2,675,1,0,-1,1,0,1
391,17,6,0,-1.721666670709346,3,713,0,1,0,-2,1,0
391,17,6,0,-1.721666670709346,4,713,1,1,0,-2,0,1
391,17,6,0,-1.721666670709346,5,701,0,2,1,1,1,0
391,17,6,0,-1.721666670709346,6,761,1,2,1,1,0,1
392,18,6,1,-1.721666670709346,1,619,0,0,-1,1,1,0
392,18,6,1,-1.721666670709346,2,660,1,0,-1,1,0,1
392,18,6,1,-1.721666670709346,3,677,0,1,0,-2,1,0
392,18,6,1,-1.721666670709346,4,690,1,1,0,-2,0,1
392,18,6,1,-1.721666670709346,5,676,0,2,1,1,1,0
392,18,6,1,-1.721666670709346,6,725,1,2,1,1,0,1
393,19,6,1,-1.721666670709346,1,589.872,0,0,-1,1,1,0
393,19,6,1,-1.721666670709346,2,595.683,1,0,-1,1,0,1
393,19,6,1,-1.721666670709346,3,649,0,1,0,-2,1,0
393,19,6,1,-1.721666670709346,4,649,1,1,0,-2,0,1
393,19,6,1,-1.721666670709346,5,649,0,2,1,1,1,0
393,19,6,1,-1.721666670709346,6,685,1,2,1,1,0,1
394,20,6,0,-1.721666670709346,1,589.872,0,0,-1,1,1,0
394,20,6,0,-1.721666670709346,2,595.683,1,0,-1,1,0,1
394,20,6,0,-1.721666670709346,3,646,0,1,0,-2,1,0
394,20,6,0,-1.721666670709346,4,648,1,1,0,-2,0,1
394,20,6,0,-1.721666670709346,5,695,0,2,1,1,1,0
394,20,6,0,-1.721666670709346,6,712,1,2,1,1,0,1
395,21,6,0,-1.721666670709346,1,620,0,0,-1,1,1,0
395,21,6,0,-1.721666670709346,2,690,1,0,-1,1,0,1
395,21,6,0,-1.721666670709346,3,680,0,1,0,-2,1,0
395,21,6,0,-1.721666670709346,4,707,1,1,0,-2,0,1
395,21,6,0,-1.721666670709346,5,698,0,2,1,1,1,0
395,21,6,0,-1.721666670709346,6,734,1,2,1,1,0,1
396,22,6,1,-1.721666670709346,1,609,0,0,-1,1,1,0
396,22,6,1,-1.721666670709346,2,618,1,0,-1,1,0,1
396,22,6,1,-1.721666670709346,3,667,0,1,0,-2,1,0
396,22,6,1,-1.721666670709346,4,668,1,1,0,-2,0,1
396,22,6,1,-1.721666670709346,5,657,0,2,1,1,1,0
396,22,6,1,-1.721666670709346,6,658,1,2,1,1,0,1
397,23,6,0,-1.721666670709346,1,696,0,0,-1,1,1,0
397,23,6,0,-1.721666670709346,2,675,1,0,-1,1,0,1
397,23,6,0,-1.721666670709346,3,740,0,1,0,-2,1,0
397,23,6,0,-1.721666670709346,4,729,1,1,0,-2,0,1
397,23,6,0,-1.721666670709346,5,731,0,2,1,1,1,0
397,23,6,0,-1.721666670709346,6,761,1,2,1,1,0,1
398,24,6,0,-1.721666670709346,1,604,0,0,-1,1,1,0
398,24,6,0,-1.721666670709346,2,648,1,0,-1,1,0,1
398,24,6,0,-1.721666670709346,3,666,0,1,0,-2,1,0
398,24,6,0,-1.721666670709346,4,683,1,1,0,-2,0,1
398,24,6,0,-1.721666670709346,5,668,0,2,1,1,1,0
398,24,6,0,-1.721666670709346,6,725,1,2,1,1,0,1
399,25,6,1,-1.721666670709346,1,605,0,0,-1,1,1,0
399,25,6,1,-1.721666670709346,2,612,1,0,-1,1,0,1
399,25,6,1,-1.721666670709346,3,665,0,1,0,-2,1,0
399,25,6,1,-1.721666670709346,4,667,1,1,0,-2,0,1
399,25,6,1,-1.721666670709346,5,660,0,2,1,1,1,0
399,25,6,1,-1.721666670709346,6,656,1,2,1,1,0,1
400,26,6,1,-1.721666670709346,1,589,0,0,-1,1,1,0
400,26,6,1,-1.721666670709346,2,608,1,0,-1,1,0,1
400,26,6,1,-1.721666670709346,3,649,0,1,0,-2,1,0
400,26,6,1,-1.721666670709346,4,653,1,1,0,-2,0,1
400,26,6,1,-1.721666670709346,5,648,0,2,1,1,1,0
400,26,6,1,-1.721666670709346,6,695,1,2,1,1,0,1
401,27,6,1,-1.721666670709346,1,645,0,0,-1,1,1,0
401,27,6,1,-1.721666670709346,2,631,1,0,-1,1,0,1
401,27,6,1,-1.721666670709346,3,694,0,1,0,-2,1,0
401,27,6,1,-1.721666670709346,4,684,1,1,0,-2,0,1
401,27,6,1,-1.721666670709346,5,680,0,2,1,1,1,0
401,27,6,1,-1.721666670709346,6,722,1,2,1,1,0,1
402,28,6,0,-1.721666670709346,1,604,0,0,-1,1,1,0
402,28,6,0,-1.721666670709346,2,637,1,0,-1,1,0,1
402,28,6,0,-1.721666670709346,3,659,0,1,0,-2,1,0
402,28,6,0,-1.721666670709346,4,673,1,1,0,-2,0,1
402,28,6,0,-1.721666670709346,5,676,0,2,1,1,1,0
402,28,6,0,-1.721666670709346,6,683,1,2,1,1,0,1
403,1,7,0,0.880052198697845,1,589.872,0,0,-1,1,1,0
403,1,7,0,0.880052198697845,2,595.683,1,0,-1,1,0,1
403,1,7,0,0.880052198697845,3,649,0,1,0,-2,1,0
403,1,7,0,0.880052198697845,4,652,1,1,0,-2,0,1
403,1,7,0,0.880052198697845,5,603,0,2,1,1,1,0
403,1,7,0,0.880052198697845,6,617,1,2,1,1,0,1
404,2,7,0,0.880052198697845,1,544,0,0,-1,1,1,0
404,2,7,0,0.880052198697845,2,568,1,0,-1,1,0,1
404,2,7,0,0.880052198697845,3,607,0,1,0,-2,1,0
404,2,7,0,0.880052198697845,4,618,1,1,0,-2,0,1
404,2,7,0,0.880052198697845,5,634,0,2,1,1,1,0
404,2,7,0,0.880052198697845,6,629,1,2,1,1,0,1
405,3,7,1,0.880052198697845,1,565,0,0,-1,1,1,0
405,3,7,1,0.880052198697845,2,573,1,0,-1,1,0,1
405,3,7,1,0.880052198697845,3,629,0,1,0,-2,1,0
405,3,7,1,0.880052198697845,4,632,1,1,0,-2,0,1
405,3,7,1,0.880052198697845,5,639,0,2,1,1,1,0
405,3,7,1,0.880052198697845,6,628,1,2,1,1,0,1
406,4,7,0,0.880052198697845,1,561,0,0,-1,1,1,0
406,4,7,0,0.880052198697845,2,533,1,0,-1,1,0,1
406,4,7,0,0.880052198697845,3,618,0,1,0,-2,1,0
406,4,7,0,0.880052198697845,4,607,1,1,0,-2,0,1
406,4,7,0,0.880052198697845,5,637,0,2,1,1,1,0
406,4,7,0,0.880052198697845,6,642,1,2,1,1,0,1
407,5,7,1,0.880052198697845,1,544,0,0,-1,1,1,0
407,5,7,1,0.880052198697845,2,521,1,0,-1,1,0,1
407,5,7,1,0.880052198697845,3,608,0,1,0,-2,1,0
407,5,7,1,0.880052198697845,4,596,1,1,0,-2,0,1
407,5,7,1,0.880052198697845,5,612,0,2,1,1,1,0
407,5,7,1,0.880052198697845,6,602,1,2,1,1,0,1
408,6,7,0,0.880052198697845,1,575,0,0,-1,1,1,0
408,6,7,0,0.880052198697845,2,583,1,0,-1,1,0,1
408,6,7,0,0.880052198697845,3,634,0,1,0,-2,1,0
408,6,7,0,0.880052198697845,4,638,1,1,0,-2,0,1
408,6,7,0,0.880052198697845,5,655,0,2,1,1,1,0
408,6,7,0,0.880052198697845,6,673,1,2,1,1,0,1
409,7,7,1,0.880052198697845,1,556,0,0,-1,1,1,0
409,7,7,1,0.880052198697845,2,529,1,0,-1,1,0,1
409,7,7,1,0.880052198697845,3,617,0,1,0,-2,1,0
409,7,7,1,0.880052198697845,4,605,1,1,0,-2,0,1
409,7,7,1,0.880052198697845,5,627,0,2,1,1,1,0
409,7,7,1,0.880052198697845,6,614,1,2,1,1,0,1
410,8,7,0,0.880052198697845,1,623,0,0,-1,1,1,0
410,8,7,0,0.880052198697845,2,598,1,0,-1,1,0,1
410,8,7,0,0.880052198697845,3,672,0,1,0,-2,1,0
410,8,7,0,0.880052198697845,4,660,1,1,0,-2,0,1
